episode,timestep,reward,ep_length,elapsed_s,algo
721,45368,183.241,61,148.8,a2c
722,45433,183.191,65,149.1,a2c
723,45494,183.241,61,149.3,a2c
724,45555,183.241,61,149.5,a2c
725,45616,183.241,61,149.7,a2c
726,45677,183.241,61,150.0,a2c
727,45740,183.852,63,150.2,a2c
728,45803,172.391,63,150.4,a2c
729,45864,183.241,61,150.6,a2c
730,45926,183.786,62,150.8,a2c
731,45987,183.241,61,151.1,a2c
732,46048,183.241,61,151.4,a2c
733,46110,183.191,62,151.6,a2c
734,46151,-77.559,41,151.7,a2c
735,46212,183.241,61,152.1,a2c
736,46273,183.241,61,152.3,a2c
737,46336,183.141,63,152.5,a2c
738,46397,183.241,61,152.7,a2c
739,46458,183.241,61,152.9,a2c
740,46519,183.241,61,153.2,a2c
741,46580,183.241,61,153.4,a2c
742,46641,183.241,61,153.6,a2c
743,46702,183.341,61,153.8,a2c
744,46744,-78.126,42,154.0,a2c
745,46805,183.241,61,154.2,a2c
746,46867,183.285,62,154.4,a2c
747,46928,183.241,61,154.6,a2c
748,46989,183.241,61,154.8,a2c
749,47050,183.241,61,155.1,a2c
750,47111,183.241,61,155.3,a2c
751,47172,183.241,61,155.5,a2c
752,47234,183.191,62,155.7,a2c
753,47295,183.241,61,155.9,a2c
754,47356,183.241,61,156.1,a2c
755,47418,183.191,62,156.3,a2c
756,47479,183.241,61,156.5,a2c
757,47540,183.241,61,156.7,a2c
758,47603,183.141,63,157.0,a2c
759,47666,183.241,63,157.2,a2c
760,47727,183.241,61,157.4,a2c
761,47788,183.241,61,157.6,a2c
762,47849,183.241,61,157.8,a2c
763,47911,183.191,62,158.1,a2c
764,47972,183.241,61,158.3,a2c
765,48033,183.241,61,158.5,a2c
766,48094,183.241,61,158.6,a2c
767,48155,183.241,61,158.8,a2c
768,48216,183.241,61,159.1,a2c
769,48277,183.241,61,159.3,a2c
770,48338,183.241,61,159.5,a2c
771,48399,183.241,61,159.7,a2c
772,48460,183.241,61,159.9,a2c
773,48521,183.241,61,160.1,a2c
774,48582,183.241,61,160.3,a2c
775,48643,183.241,61,160.5,a2c
776,48704,172.39,61,160.7,a2c
777,48766,183.808,62,161.0,a2c
778,48829,183.241,63,161.2,a2c
779,48890,183.241,61,161.4,a2c
780,48953,183.191,63,161.6,a2c
781,49014,183.241,61,161.7,a2c
782,49075,183.241,61,161.9,a2c
783,49136,183.241,61,162.1,a2c
784,49197,183.241,61,162.3,a2c
785,49258,183.241,61,162.4,a2c
786,49319,183.241,61,162.6,a2c
787,49380,183.241,61,162.8,a2c
788,49441,183.241,61,163.0,a2c
789,49502,183.241,61,163.2,a2c
790,49563,183.241,61,163.4,a2c
791,49624,183.241,61,163.6,a2c
792,49685,183.241,61,163.8,a2c
793,49746,183.241,61,163.9,a2c
794,49807,183.241,61,164.1,a2c
795,49868,183.241,61,164.3,a2c
796,49929,183.241,61,164.4,a2c
797,49971,-78.112,42,164.6,a2c
798,50032,183.241,61,164.7,a2c
799,50094,172.532,62,165.0,a2c
800,50156,183.808,62,165.2,a2c
801,50218,183.808,62,165.4,a2c
802,50280,183.191,62,165.6,a2c
803,50343,183.932,63,165.7,a2c
804,50407,183.808,64,165.9,a2c
805,50469,172.443,62,166.1,a2c
806,50537,183.744,68,166.3,a2c
807,50609,183.585,72,166.5,a2c
808,50671,172.532,62,166.7,a2c
809,50732,183.241,61,166.9,a2c
810,50794,183.808,62,167.1,a2c
811,50855,183.241,61,167.3,a2c
812,50916,183.241,61,167.5,a2c
813,50977,183.241,61,167.7,a2c
814,51038,183.241,61,167.9,a2c
815,51099,183.241,61,168.0,a2c
816,51160,183.241,61,168.2,a2c
817,51221,183.241,61,168.4,a2c
818,51282,183.241,61,168.5,a2c
819,51343,183.241,61,168.7,a2c
820,51404,183.241,61,168.9,a2c
821,51467,183.758,63,169.2,a2c
822,51530,172.286,63,169.3,a2c
823,51597,172.453,67,169.5,a2c
824,51661,182.989,64,169.7,a2c
825,51723,183.508,62,169.9,a2c
826,51786,183.758,63,170.1,a2c
827,51849,183.758,63,170.3,a2c
828,51911,183.808,62,170.4,a2c
829,51978,183.2,67,170.6,a2c
830,52040,183.808,62,170.8,a2c
831,52101,183.241,61,171.1,a2c
832,52164,183.021,63,171.3,a2c
833,52225,183.241,61,171.4,a2c
834,52286,183.241,61,171.6,a2c
835,52349,183.021,63,171.8,a2c
836,52410,183.241,61,172.0,a2c
837,52472,183.786,62,172.1,a2c
838,52534,183.786,62,172.3,a2c
839,52596,183.808,62,172.5,a2c
840,52658,172.457,62,172.6,a2c
841,52719,183.241,61,172.8,a2c
842,52781,183.808,62,173.1,a2c
843,52842,183.241,61,173.3,a2c
844,52904,183.808,62,173.5,a2c
845,52966,183.808,62,173.7,a2c
846,53028,183.808,62,173.8,a2c
847,53092,183.708,64,174.0,a2c
848,53154,183.808,62,174.2,a2c
849,53218,183.808,64,174.5,a2c
850,53280,183.808,62,174.7,a2c
851,53342,183.808,62,174.9,a2c
852,53404,183.808,62,175.2,a2c
853,53467,183.758,63,175.3,a2c
854,53529,183.808,62,175.5,a2c
855,53591,183.808,62,175.7,a2c
856,53653,183.808,62,175.9,a2c
857,53715,183.808,62,176.1,a2c
858,53776,183.241,61,176.3,a2c
859,53837,183.241,61,176.5,a2c
860,53898,183.241,61,176.7,a2c
861,53959,183.241,61,176.9,a2c
862,54020,183.241,61,177.2,a2c
863,54081,183.241,61,177.4,a2c
864,54142,183.241,61,177.6,a2c
865,54203,183.241,61,177.8,a2c
866,54264,183.241,61,178.0,a2c
867,54325,183.241,61,178.2,a2c
868,54386,183.241,61,178.4,a2c
869,54447,183.241,61,178.6,a2c
870,54508,183.241,61,178.8,a2c
871,54571,183.141,63,179.1,a2c
872,54632,183.241,61,179.3,a2c
873,54693,183.241,61,179.5,a2c
874,54754,183.241,61,179.7,a2c
875,54815,183.241,61,179.9,a2c
876,54876,183.241,61,180.1,a2c
877,54937,183.241,61,180.3,a2c
878,54998,183.241,61,180.5,a2c
879,55059,183.241,61,180.7,a2c
880,55120,183.241,61,181.0,a2c
881,55181,183.241,61,181.3,a2c
882,55242,183.241,61,181.4,a2c
883,55303,183.241,61,181.6,a2c
884,55364,183.241,61,181.9,a2c
885,55425,183.241,61,182.1,a2c
886,55486,183.241,61,182.3,a2c
887,55549,183.191,63,182.4,a2c
888,55610,183.241,61,182.6,a2c
889,55671,183.241,61,182.8,a2c
890,55732,183.241,61,183.1,a2c
891,55793,183.241,61,183.3,a2c
892,55854,183.241,61,183.5,a2c
893,55915,183.241,61,183.7,a2c
894,55976,183.241,61,184.0,a2c
895,56037,183.241,61,184.2,a2c
896,56098,183.241,61,184.4,a2c
897,56159,183.241,61,184.5,a2c
898,56220,183.241,61,184.7,a2c
899,56281,183.241,61,185.0,a2c
900,56342,183.241,61,185.3,a2c
901,56403,183.241,61,185.4,a2c
902,56464,183.241,61,185.7,a2c
903,56525,183.241,61,185.9,a2c
904,56586,183.241,61,186.1,a2c
905,56647,183.241,61,186.3,a2c
906,56714,183.398,67,186.5,a2c
907,56779,183.951,65,186.7,a2c
908,56842,184.024,63,186.9,a2c
909,56907,183.785,65,187.2,a2c
910,56970,183.282,63,187.4,a2c
911,57033,172.449,63,187.6,a2c
912,57095,183.374,62,187.9,a2c
913,57159,184.001,64,188.1,a2c
914,57222,183.434,63,188.4,a2c
915,57285,183.434,63,188.6,a2c
916,57346,183.241,61,188.8,a2c
917,57408,183.457,62,189.1,a2c
918,57471,184.024,63,189.3,a2c
919,57536,183.951,65,189.5,a2c
920,57600,184.001,64,189.7,a2c
921,57664,183.384,64,190.0,a2c
922,57726,183.374,62,190.2,a2c
923,57789,183.434,63,190.4,a2c
924,57850,182.882,61,190.7,a2c
925,57911,183.241,61,190.9,a2c
926,57972,183.241,61,191.2,a2c
927,58033,183.241,61,191.4,a2c
928,58094,183.241,61,191.6,a2c
929,58155,183.241,61,191.9,a2c
930,58216,183.241,61,192.1,a2c
931,58277,183.241,61,192.6,a2c
932,58338,183.241,61,193.0,a2c
933,58399,183.241,61,193.4,a2c
934,58460,183.241,61,193.6,a2c
935,58521,183.241,61,193.8,a2c
936,58582,183.241,61,194.0,a2c
937,58643,183.241,61,194.2,a2c
938,58704,183.241,61,194.4,a2c
939,58765,183.241,61,194.7,a2c
940,58826,183.241,61,195.0,a2c
941,58887,183.241,61,195.2,a2c
942,58948,183.241,61,195.5,a2c
943,59009,183.241,61,195.7,a2c
944,59070,183.241,61,196.1,a2c
945,59131,183.241,61,196.3,a2c
946,59192,183.241,61,197.1,a2c
947,59253,183.241,61,197.7,a2c
948,59314,183.241,61,198.1,a2c
949,59375,183.241,61,198.5,a2c
950,59438,183.434,63,198.9,a2c
951,59499,183.241,61,199.5,a2c
952,59560,183.241,61,201.0,a2c
953,59621,183.241,61,201.9,a2c
954,59682,183.241,61,202.4,a2c
955,59743,183.241,61,202.8,a2c
956,59804,183.241,61,203.4,a2c
957,59865,183.241,61,204.0,a2c
958,59926,183.241,61,204.5,a2c
959,59987,183.241,61,205.1,a2c
960,60048,183.241,61,206.1,a2c
961,60090,-78.112,42,207.1,a2c
962,60151,183.241,61,207.6,a2c
963,60212,183.241,61,208.2,a2c
964,60273,183.241,61,208.7,a2c
965,60334,183.241,61,209.3,a2c
966,60395,183.241,61,209.7,a2c
967,60456,183.241,61,210.1,a2c
968,60517,183.241,61,210.7,a2c
969,60578,183.241,61,211.2,a2c
970,60641,172.346,63,211.8,a2c
971,60703,183.808,62,212.3,a2c
972,60764,183.241,61,212.7,a2c
973,60826,183.191,62,213.2,a2c
974,60889,183.141,63,213.5,a2c
975,60950,183.241,61,214.0,a2c
976,61011,183.241,61,214.4,a2c
977,61053,-78.112,42,214.7,a2c
978,61114,183.241,61,215.1,a2c
979,61175,183.241,61,215.5,a2c
980,61236,183.241,61,215.8,a2c
981,61298,183.808,62,216.2,a2c
982,61359,183.241,61,216.5,a2c
983,61420,183.241,61,217.1,a2c
984,61481,183.241,61,217.5,a2c
985,61542,183.241,61,217.9,a2c
986,61603,183.241,61,218.3,a2c
987,61664,183.241,61,218.8,a2c
988,61725,183.241,61,219.2,a2c
989,61788,183.241,63,219.5,a2c
990,61849,183.241,61,219.8,a2c
991,61911,183.266,62,220.2,a2c
992,61972,183.241,61,220.6,a2c
993,62033,183.241,61,221.0,a2c
994,62094,183.241,61,221.4,a2c
995,62155,183.241,61,221.8,a2c
996,62217,183.266,62,222.2,a2c
997,62278,183.241,61,222.7,a2c
998,62339,183.241,61,223.2,a2c
999,62400,183.241,61,223.6,a2c
1000,62461,183.241,61,224.0,a2c
1001,62522,183.241,61,224.3,a2c
1002,62584,183.191,62,224.7,a2c
1003,62645,183.241,61,225.1,a2c
1004,62706,183.241,61,225.5,a2c
1005,62767,183.241,61,225.8,a2c
1006,62828,183.241,61,226.1,a2c
1007,62889,183.241,61,226.4,a2c
1008,62950,183.241,61,226.7,a2c
1009,63011,183.241,61,227.1,a2c
1010,63072,183.241,61,227.4,a2c
1011,63133,183.241,61,227.8,a2c
1012,63194,183.241,61,228.1,a2c
1013,63255,183.241,61,228.3,a2c
1014,63316,183.241,61,228.6,a2c
1015,63358,-78.112,42,228.9,a2c
1016,63419,183.241,61,229.3,a2c
1017,63480,183.241,61,229.6,a2c
1018,63541,183.241,61,230.0,a2c
1019,63602,183.241,61,230.3,a2c
1020,63663,183.241,61,230.7,a2c
1021,63724,183.241,61,231.2,a2c
1022,63785,183.241,61,231.6,a2c
1023,63846,183.241,61,231.9,a2c
1024,63907,183.241,61,232.2,a2c
1025,63968,183.241,61,232.4,a2c
1026,64030,182.811,62,232.7,a2c
1027,64091,183.241,61,233.1,a2c
1028,64152,183.241,61,233.4,a2c
1029,64213,183.241,61,233.7,a2c
1030,64274,183.241,61,234.0,a2c
1031,64335,183.241,61,234.4,a2c
1032,64396,183.241,61,234.7,a2c
1033,64457,183.241,61,235.0,a2c
1034,64518,183.241,61,235.4,a2c
1035,64579,183.241,61,235.7,a2c
1036,64640,183.241,61,236.1,a2c
1037,64701,183.241,61,236.6,a2c
1038,64762,183.241,61,237.1,a2c
1039,64823,183.241,61,237.7,a2c
1040,64884,183.241,61,238.2,a2c
1041,64945,183.241,61,238.7,a2c
1042,65006,183.241,61,239.4,a2c
1043,65067,183.241,61,239.9,a2c
1044,65128,183.241,61,240.3,a2c
1045,65189,183.241,61,240.7,a2c
1046,65250,183.241,61,241.1,a2c
1047,65313,183.241,63,241.6,a2c
1048,65374,183.241,61,242.0,a2c
1049,65435,183.241,61,242.6,a2c
1050,65496,183.241,61,242.9,a2c
1051,65557,183.241,61,243.4,a2c
1052,65618,183.241,61,243.7,a2c
1053,65679,183.241,61,244.0,a2c
1054,65740,183.241,61,244.3,a2c
1055,65801,183.241,61,244.6,a2c
1056,65862,183.241,61,245.0,a2c
1057,65923,183.241,61,245.4,a2c
1058,65984,183.241,61,245.7,a2c
1059,66045,183.241,61,246.0,a2c
1060,66106,183.241,61,246.3,a2c
1061,66167,183.241,61,246.6,a2c
1062,66228,183.241,61,247.0,a2c
1063,66289,183.241,61,247.5,a2c
1064,66350,183.241,61,248.2,a2c
1065,66411,183.241,61,248.6,a2c
1066,66473,183.191,62,248.9,a2c
1067,66534,183.241,61,249.4,a2c
1068,66595,183.241,61,249.8,a2c
1069,66656,183.241,61,250.2,a2c
1070,66717,183.241,61,250.5,a2c
1071,66778,183.241,61,251.0,a2c
1072,66839,183.241,61,251.7,a2c
1073,66900,183.241,61,252.1,a2c
1074,66961,183.241,61,252.5,a2c
1075,67025,172.439,64,252.9,a2c
1076,67087,183.546,62,253.3,a2c
1077,67151,183.934,64,253.7,a2c
1078,67214,183.075,63,254.2,a2c
1079,67276,183.191,62,255.1,a2c
1080,67337,183.241,61,256.9,a2c
1081,67398,183.241,61,258.3,a2c
1082,67459,183.241,61,258.8,a2c
1083,67521,183.808,62,259.2,a2c
1084,67582,183.241,61,259.8,a2c
1085,67643,183.241,61,260.3,a2c
1086,67705,183.191,62,261.0,a2c
1087,67766,183.241,61,261.6,a2c
1088,67808,-78.112,42,262.1,a2c
1089,67850,-78.112,42,262.5,a2c
1090,67911,183.241,61,263.2,a2c
1091,67972,183.241,61,264.5,a2c
1092,68033,183.241,61,265.2,a2c
1093,68094,183.241,61,266.7,a2c
1094,68156,183.191,62,267.5,a2c
1095,68218,183.191,62,268.1,a2c
1096,68279,183.241,61,268.7,a2c
1097,68340,183.241,61,269.6,a2c
1098,68382,-78.112,42,270.0,a2c
1099,68443,183.241,61,270.8,a2c
1100,68505,183.808,62,271.1,a2c
1101,68566,183.241,61,271.7,a2c
1102,68627,183.241,61,272.2,a2c
1103,68689,183.191,62,272.4,a2c
1104,68750,183.241,61,272.7,a2c
1105,68811,183.241,61,273.2,a2c
1106,68873,183.191,62,273.5,a2c
1107,68934,183.241,61,273.8,a2c
1108,68995,183.241,61,274.1,a2c
1109,69057,182.811,62,274.5,a2c
1110,69123,172.182,66,274.9,a2c
1111,69184,183.241,61,275.4,a2c
1112,69247,183.241,63,275.7,a2c
1113,69308,183.241,61,276.0,a2c
1114,69370,183.191,62,277.1,a2c
1115,69431,183.241,61,277.5,a2c
1116,69494,183.424,63,277.9,a2c
1117,69555,183.241,61,278.4,a2c
1118,69616,183.241,61,278.8,a2c
1119,69677,183.241,61,279.4,a2c
1120,69740,183.241,63,279.7,a2c
1121,69801,183.241,61,280.1,a2c
1122,69862,183.241,61,280.4,a2c
1123,69923,183.241,61,280.9,a2c
1124,69985,183.808,62,281.3,a2c
1125,70046,183.241,61,281.8,a2c
1126,70107,183.241,61,282.5,a2c
1127,70168,183.241,61,283.1,a2c
1128,70229,183.241,61,283.9,a2c
1129,70292,183.141,63,285.1,a2c
1130,70354,183.266,62,286.0,a2c
1131,70415,183.241,61,286.5,a2c
1132,70476,183.241,61,286.9,a2c
1133,70537,183.241,61,287.5,a2c
1134,70598,183.241,61,288.0,a2c
1135,70659,183.241,61,288.5,a2c
1136,70720,183.241,61,289.0,a2c
1137,70781,183.241,61,289.6,a2c
1138,70823,-78.112,42,289.9,a2c
1139,70884,183.241,61,290.6,a2c
1140,70945,183.241,61,291.4,a2c
1141,71007,183.808,62,292.3,a2c
1142,71070,183.241,63,292.9,a2c
1143,71131,183.241,61,294.3,a2c
1144,71192,183.241,61,295.1,a2c
1145,71253,183.241,61,295.8,a2c
1146,71314,183.241,61,296.3,a2c
1147,71375,183.241,61,297.4,a2c
1148,71436,182.954,61,297.9,a2c
1149,71498,183.808,62,298.8,a2c
1150,71561,183.216,63,299.6,a2c
1151,71622,183.241,61,300.5,a2c
1152,71683,183.241,61,300.9,a2c
1153,71744,183.241,61,301.7,a2c
1154,71805,183.241,61,302.1,a2c
1155,71868,183.241,63,302.6,a2c
1156,71929,183.241,61,302.9,a2c
1157,71990,183.241,61,303.4,a2c
1158,72051,183.241,61,303.7,a2c
1159,72112,183.241,61,304.4,a2c
1160,72173,183.241,61,305.0,a2c
1161,72235,183.808,62,305.5,a2c
1162,72298,183.191,63,305.9,a2c
1163,72360,183.266,62,306.4,a2c
1164,72421,183.241,61,306.8,a2c
1165,72482,183.241,61,307.1,a2c
1166,72543,183.241,61,307.6,a2c
1167,72604,183.241,61,307.9,a2c
1168,72665,183.241,61,308.3,a2c
1169,72726,183.241,61,308.8,a2c
1170,72787,183.241,61,309.2,a2c
1171,72848,183.241,61,309.5,a2c
1172,72909,183.241,61,309.7,a2c
1173,72970,183.241,61,310.0,a2c
1174,73031,183.241,61,310.2,a2c
1175,73092,183.241,61,310.5,a2c
1176,73135,-89.709,43,310.6,a2c
1177,73164,-89.116,29,310.7,a2c
1178,73191,-78.584,27,310.9,a2c
1179,73252,183.241,61,311.1,a2c
1180,73313,183.241,61,311.3,a2c
1181,73374,183.241,61,311.6,a2c
1182,73435,183.241,61,311.8,a2c
1183,73498,183.833,63,312.0,a2c
1184,73560,183.191,62,312.2,a2c
1185,73621,183.241,61,312.5,a2c
1186,73682,183.241,61,312.8,a2c
1187,73743,183.241,61,313.0,a2c
1188,73804,183.241,61,313.2,a2c
1189,73865,183.241,61,313.5,a2c
1190,73927,183.191,62,313.7,a2c
1191,73969,-78.112,42,313.9,a2c
1192,74030,183.241,61,314.1,a2c
1193,74091,183.241,61,314.3,a2c
1194,74152,183.241,61,314.7,a2c
1195,74213,183.241,61,315.1,a2c
1196,74274,183.241,61,315.5,a2c
1197,74336,183.191,62,316.2,a2c
1198,74399,183.241,63,316.5,a2c
1199,74460,183.241,61,316.8,a2c
1200,74521,183.241,61,317.0,a2c
1201,74582,183.241,61,317.4,a2c
1202,74644,183.266,62,317.7,a2c
1203,74705,183.241,61,318.0,a2c
1204,74766,183.241,61,318.4,a2c
1205,74827,183.241,61,318.8,a2c
1206,74888,183.241,61,319.2,a2c
1207,74949,183.241,61,319.7,a2c
1208,75010,183.241,61,320.1,a2c
1209,75071,183.241,61,320.5,a2c
1210,75132,183.241,61,320.9,a2c
1211,75193,183.241,61,321.2,a2c
1212,75254,183.241,61,321.6,a2c
1213,75315,183.241,61,322.1,a2c
1214,75376,183.241,61,322.5,a2c
1215,75437,183.241,61,322.9,a2c
1216,75498,183.241,61,323.2,a2c
1217,75559,183.241,61,323.5,a2c
1218,75620,183.241,61,323.7,a2c
1219,75681,183.241,61,324.0,a2c
1220,75742,183.241,61,324.2,a2c
1221,75803,183.241,61,324.5,a2c
1222,75864,183.241,61,324.8,a2c
1223,75927,183.241,63,325.1,a2c
1224,75989,183.266,62,325.3,a2c
1225,76050,183.241,61,325.6,a2c
1226,76111,183.241,61,325.9,a2c
1227,76172,183.241,61,326.1,a2c
1228,76233,183.241,61,326.4,a2c
1229,76257,-89.13,24,326.6,a2c
1230,76285,-89.166,28,326.7,a2c
1231,76385,-92.634,100,327.3,a2c
1232,76446,183.241,61,327.6,a2c
1233,76475,-89.184,29,327.7,a2c
1234,76539,-90.841,64,327.9,a2c
1235,76594,-90.484,55,328.2,a2c
1236,76653,-90.691,59,328.5,a2c
1237,76690,-89.484,37,328.6,a2c
1238,76787,-92.346,97,329.2,a2c
1239,76986,-97.684,199,330.0,a2c
1240,77055,-90.991,69,330.2,a2c
1241,77116,183.241,61,330.5,a2c
1242,77145,-78.561,29,330.6,a2c
1243,77206,183.241,61,330.9,a2c
1244,77268,183.241,62,331.1,a2c
1245,77330,183.266,62,331.4,a2c
1246,77391,183.241,61,331.7,a2c
1247,77453,183.266,62,331.9,a2c
1248,77514,183.241,61,332.1,a2c
1249,77575,183.241,61,332.4,a2c
1250,77636,183.241,61,332.8,a2c
1251,77697,183.241,61,333.1,a2c
1252,77759,182.811,62,333.4,a2c
1253,77820,183.241,61,333.7,a2c
1254,77881,183.241,61,333.9,a2c
1255,77943,183.285,62,334.2,a2c
1256,78004,183.241,61,334.5,a2c
1257,78065,183.241,61,334.7,a2c
1258,78126,183.241,61,335.1,a2c
1259,78187,183.241,61,335.5,a2c
1260,78248,183.241,61,335.9,a2c
1261,78309,183.241,61,336.1,a2c
1262,78370,183.241,61,336.4,a2c
1263,78431,183.241,61,336.6,a2c
1264,78492,183.241,61,336.8,a2c
1265,78553,183.241,61,337.1,a2c
1266,78615,183.191,62,337.3,a2c
1267,78677,183.808,62,337.6,a2c
1268,78738,183.241,61,337.8,a2c
1269,78799,183.241,61,338.0,a2c
1270,78860,183.241,61,338.2,a2c
1271,78921,183.241,61,338.6,a2c
1272,78983,183.191,62,338.8,a2c
1273,79044,183.241,61,339.0,a2c
1274,79105,183.241,61,339.3,a2c
1275,79166,183.241,61,339.6,a2c
1276,79227,183.241,61,339.9,a2c
1277,79288,183.241,61,340.1,a2c
1278,79349,183.241,61,340.3,a2c
1279,79412,183.241,63,340.6,a2c
1280,79473,183.241,61,340.8,a2c
1281,79534,183.241,61,341.1,a2c
1282,79595,183.241,61,341.3,a2c
1283,79656,183.241,61,341.5,a2c
1284,79719,183.241,63,341.9,a2c
1285,79780,183.241,61,342.1,a2c
1286,79841,183.241,61,342.5,a2c
1287,79902,183.241,61,342.8,a2c
1288,79963,183.241,61,343.1,a2c
1289,80024,183.241,61,343.3,a2c
1290,80085,183.241,61,343.5,a2c
1291,80146,183.241,61,343.7,a2c
1292,80207,183.241,61,344.0,a2c
1293,80268,183.241,61,344.2,a2c
1294,80329,183.241,61,344.4,a2c
1295,80396,183.2,67,344.6,a2c
1296,80457,183.241,61,344.9,a2c
1297,80499,-78.112,42,345.0,a2c
1298,80562,183.241,63,345.5,a2c
1299,80623,183.241,61,345.7,a2c
1300,80684,183.241,61,345.9,a2c
1301,80745,183.241,61,346.1,a2c
1302,80806,183.241,61,346.3,a2c
1303,80867,183.241,61,346.6,a2c
1304,80928,183.241,61,346.8,a2c
1305,80989,183.241,61,347.0,a2c
1306,81050,183.241,61,347.2,a2c
1307,81111,183.241,61,347.4,a2c
1308,81172,183.241,61,347.6,a2c
1309,81233,183.241,61,347.9,a2c
1310,81294,183.241,61,348.2,a2c
1311,81355,183.241,61,348.5,a2c
1312,81416,183.241,61,348.7,a2c
1313,81477,183.241,61,348.9,a2c
1314,81538,183.241,61,349.1,a2c
1315,81600,183.191,62,349.3,a2c
1316,81661,183.241,61,349.5,a2c
1317,81724,183.191,63,349.7,a2c
1318,81785,183.241,61,350.0,a2c
1319,81846,183.241,61,350.2,a2c
1320,81907,183.241,61,350.4,a2c
1321,81943,-78.328,36,350.5,a2c
1322,82004,183.241,61,350.7,a2c
1323,82065,183.241,61,350.9,a2c
1324,82126,183.241,61,351.1,a2c
1325,82187,183.241,61,351.3,a2c
1326,82248,183.241,61,351.6,a2c
1327,82309,183.241,61,351.8,a2c
1328,82370,183.241,61,352.0,a2c
1329,82431,183.241,61,352.2,a2c
1330,82492,183.241,61,352.4,a2c
1331,82554,183.266,62,352.6,a2c
1332,82616,183.191,62,352.8,a2c
1333,82678,183.266,62,353.1,a2c
1334,82739,183.241,61,353.3,a2c
1335,82800,183.241,61,353.5,a2c
1336,82861,183.241,61,353.7,a2c
1337,82924,183.241,63,353.9,a2c
1338,82985,183.241,61,354.1,a2c
1339,83046,183.241,61,354.3,a2c
1340,83107,183.241,61,354.5,a2c
1341,83168,183.241,61,354.7,a2c
1342,83229,183.241,61,354.9,a2c
1343,83290,183.241,61,355.1,a2c
1344,83351,183.241,61,355.4,a2c
1345,83412,183.241,61,355.6,a2c
1346,83473,183.241,61,355.8,a2c
1347,83534,183.241,61,356.0,a2c
1348,83595,183.241,61,356.3,a2c
1349,83656,183.241,61,356.5,a2c
1350,83717,183.241,61,356.7,a2c
1351,83778,183.241,61,357.1,a2c
1352,83821,-78.163,43,357.3,a2c
1353,83882,183.241,61,357.6,a2c
1354,83943,183.241,61,357.9,a2c
1355,84004,183.241,61,358.1,a2c
1356,84065,183.241,61,358.3,a2c
1357,84126,183.241,61,358.6,a2c
1358,84187,183.241,61,358.8,a2c
1359,84248,183.241,61,359.0,a2c
1360,84309,183.241,61,359.2,a2c
1361,84370,183.241,61,359.4,a2c
1362,84431,183.241,61,359.7,a2c
1363,84492,183.241,61,359.9,a2c
1364,84553,183.241,61,360.1,a2c
1365,84614,183.241,61,360.3,a2c
1366,84675,183.241,61,360.6,a2c
1367,84736,183.241,61,360.8,a2c
1368,84778,-78.112,42,360.9,a2c
1369,84840,183.191,62,361.2,a2c
1370,84902,183.808,62,361.4,a2c
1371,84964,183.808,62,361.6,a2c
1372,85026,183.808,62,361.8,a2c
1373,85088,183.808,62,362.0,a2c
1374,85150,183.808,62,362.3,a2c
1375,85218,183.767,68,362.6,a2c
1376,85280,183.808,62,362.9,a2c
1377,85342,183.808,62,363.1,a2c
1378,85404,183.808,62,363.4,a2c
1379,85466,183.808,62,363.7,a2c
1380,85528,183.808,62,363.9,a2c
1381,85593,183.903,65,364.1,a2c
1382,85655,183.808,62,364.4,a2c
1383,85717,183.808,62,364.6,a2c
1384,85779,183.808,62,364.8,a2c
1385,85842,172.346,63,365.1,a2c
1386,85904,183.808,62,365.3,a2c
1387,85966,183.808,62,365.6,a2c
1388,86028,183.808,62,365.8,a2c
1389,86092,183.746,64,366.0,a2c
1390,86154,183.808,62,366.2,a2c
1391,86216,183.808,62,366.5,a2c
1392,86278,183.808,62,366.7,a2c
1393,86343,183.798,65,367.0,a2c
1394,86408,183.903,65,367.2,a2c
1395,86472,172.399,64,367.5,a2c
1396,86536,184.001,64,367.7,a2c
1397,86598,183.808,62,367.9,a2c
1398,86660,183.808,62,368.1,a2c
1399,86722,183.808,62,368.4,a2c
1400,86784,183.808,62,368.6,a2c
1401,86847,183.241,63,368.8,a2c
1402,86908,183.241,61,369.1,a2c
1403,86969,183.241,61,369.3,a2c
1404,87030,183.241,61,369.5,a2c
1405,87091,183.241,61,369.8,a2c
1406,87152,183.241,61,370.1,a2c
1407,87213,183.241,61,370.4,a2c
1408,87274,183.241,61,370.7,a2c
1409,87335,183.241,61,371.0,a2c
1410,87396,183.241,61,371.2,a2c
1411,87457,183.241,61,371.4,a2c
1412,87518,183.241,61,371.6,a2c
1413,87580,183.266,62,371.8,a2c
1414,87641,183.241,61,372.0,a2c
1415,87702,183.241,61,372.2,a2c
1416,87763,183.241,61,372.4,a2c
1417,87824,183.241,61,372.7,a2c
1418,87885,183.241,61,372.9,a2c
1419,87946,183.241,61,373.0,a2c
1420,88007,183.241,61,373.3,a2c
1421,88068,183.241,61,373.5,a2c
1422,88129,183.241,61,373.7,a2c
1423,88190,183.241,61,373.9,a2c
1424,88251,183.241,61,374.1,a2c
1425,88312,183.241,61,374.3,a2c
1426,88373,183.241,61,374.5,a2c
1427,88434,183.241,61,374.7,a2c
1428,88460,-89.196,26,374.8,a2c
1429,88521,183.241,61,375.0,a2c
1430,88563,-78.112,42,375.2,a2c
1431,88589,-89.101,26,375.3,a2c
